구분,교육지원청,학원및교습소명,주소,설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,강사수
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(B)-1,25,1개월 0일,1080,150000,0,0,0,0,0,0,0,150000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(B)-주말,25,1개월 0일,1080,150000,0,0,0,0,0,0,0,150000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(C)-1,25,1개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(C)-주말,25,1개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(D)-1,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(D)-주말,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(E)-1,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,그래픽자격증대비(E)-주말,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집(A)-1,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집(A)-주말,25,2개월 0일,720,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집(B)-1,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집(B)-2,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집(B)-주말,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,건축디자인종합(A)-1,25,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,건축디자인종합(A)-2,25,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,기초디자인종합(A)-1,25,1개월 0일,1800,420000,0,0,0,0,0,0,0,420000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,기초디자인종합(A)-2,25,1개월 0일,1800,420000,0,0,0,0,0,0,0,420000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,마아3D디자인종합(A),25,1개월 0일,2100,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,마아3D디자인종합(B)-1,25,2개월 0일,2400,600000,0,0,0,0,0,0,0,600000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,마아3D디자인종합(B)-주말,25,2개월 0일,2400,600000,0,0,0,0,0,0,0,600000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,마아3D디자인종합(C)-1,25,2개월 0일,3600,750000,0,0,0,0,0,0,0,750000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,마아3D디자인종합(C)-2,25,1개월 0일,3600,750000,0,0,0,0,0,0,0,750000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,마아3D디자인종합(C)-주말,25,2개월 0일,3600,750000,0,0,0,0,0,0,0,750000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,C언어-1,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,C언어-2,25,2개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,자바-1,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,자바-2,25,2개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,자료구조-1,25,1개월 0일,900,170000,0,0,0,0,0,0,0,170000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,자료구조-2,25,2개월 0일,900,170000,0,0,0,0,0,0,0,170000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,안드로이드-1,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,안드로이드-2,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,JSP-1,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,JSP-2,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴활2급자격증대비-1,25,1개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴활2급자격증대비-2,25,1개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴활1급자격증대비(A)-1,25,1개월 0일,2160,300000,0,0,0,0,0,0,0,300000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴활1급자격증대비(A)-2,25,1개월 0일,2160,300000,0,0,0,0,0,0,0,300000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴활1급자격증대비(B)-1,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴활1급자격증대비(B)-2,25,2개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,ITQ자격증대비-1,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,ITQ자격증대비-2,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,정보처리(산업)기사자격증대비(A)-1,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,정보처리(산업)기사자격증대비(A)-2,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,정보처리(산업)기사자격증대비(A)-주말,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,정보처리(산업)기사자격증대비(B)-1,25,1개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,정보처리(산업)기사자격증대비(B)-2,25,1개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,정보처리(산업)기사자격증대비(B)-주말,25,2개월 0일,1800,250000,0,0,0,0,0,0,0,250000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,웹퍼블리셔양성(A),20,6개월 0일,54000,4736700,0,0,0,0,0,0,0,4736700,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,웹퍼블리셔양성(B),20,5개월 0일,48000,4210400,0,0,0,0,0,0,0,4210400,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,웹퍼블리셔양성(C),20,5개월 0일,42000,3684100,0,0,0,0,0,0,0,3684100,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,웹퍼블리셔양성(D),20,4개월 0일,36000,3157800,0,0,0,0,0,0,0,3157800,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,퍼블리셔양성(A),20,6개월 0일,54000,5371200,0,0,0,0,0,0,0,5371200,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,퍼블리셔양성(B),20,5개월 0일,48000,4774400,0,0,0,0,0,0,0,4774400,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,퍼블리셔양성(C),20,5개월 0일,42000,4177600,0,0,0,0,0,0,0,4177600,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,프로그램개발자양성(A),20,6개월 0일,54000,5916600,0,0,0,0,0,0,0,5916600,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,프로그램개발자양성(B),20,5개월 0일,48000,5259200,0,0,0,0,0,0,0,5259200,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,프로그램개발자양성(C),20,5개월 0일,42000,4601800,0,0,0,0,0,0,0,4601800,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,회계자격증대비(A)-1,25,2개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,회계자격증대비(A)-2,25,1개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,회계자격증대비(A)-주말,25,2개월 0일,2700,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,회계자격증대비(B)-1,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,회계자격증대비(B)-2,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,회계자격증대비(B)-주말,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무자격증대비-1,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무자격증대비-2,25,1개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무자격증대비-주말,25,2개월 0일,3600,500000,0,0,0,0,0,0,0,500000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,UI/UX디자인양성(A),20,6개월 0일,54000,4736700,0,0,0,0,0,0,0,4736700,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,UI/UX디자인양성(B),20,5개월 0일,48000,4210400,0,0,0,0,0,0,0,4210400,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,UI/UX디자인양성(C),20,5개월 0일,42000,3684100,0,0,0,0,0,0,0,3684100,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,편집디자인양성(A),20,6개월 0일,54000,5371200,0,0,0,0,0,0,0,5371200,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,편집디자인양성(B),20,5개월 0일,48000,4774400,0,0,0,0,0,0,0,4774400,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,편집디자인양성(C),20,5개월 0일,42000,4177600,0,0,0,0,0,0,0,4177600,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,건축설계양성(A),20,6개월 0일,54000,5648400,0,0,0,0,0,0,0,5648400,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컴퓨터그래픽스기능사양성,20,4개월 0일,38700,3986750,0,0,0,0,0,0,0,3986750,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,웹디자인기능사양성,20,4개월 0일,36000,3157800,0,0,0,0,0,0,0,3157800,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,솔리드웍스-1,25,1개월 0일,2940,560000,0,0,0,0,0,0,0,560000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,솔리드웍스-2,25,2개월 0일,2700,560000,0,0,0,0,0,0,0,560000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,전산응용기계제도기능사대비-1,25,1개월 0일,3600,750000,0,0,0,0,0,0,0,750000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,전산응용기계제도기능사대비-2,25,2개월 0일,3600,750000,0,0,0,0,0,0,0,750000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,실내디자인양성(A),20,3개월 0일,21000,1842050,0,0,0,0,0,0,0,1842050,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,실내디자인양성(B),20,3개월 0일,24000,2105200,0,0,0,0,0,0,0,2105200,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,사무행정양성(A),20,1개월 0일,6000,557900,0,0,0,0,0,0,0,557900,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,사무행정양성(B),20,2개월 0일,7200,669480,0,0,0,0,0,0,0,669480,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,사무행정양성(C),20,2개월 0일,9000,836850,0,0,0,0,0,0,0,836850,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무회계양성(A),20,2개월 0일,7200,770280,0,0,0,0,0,0,0,770280,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무회계양성(B),20,2개월 0일,9000,962850,0,0,0,0,0,0,0,962850,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무회계양성(C),20,2개월 0일,10800,1155420,0,0,0,0,0,0,0,1155420,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,세무회계양성(D),20,3개월 0일,12000,1283800,0,0,0,0,0,0,0,1283800,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,(실내)건축제도 종합-1,20,1개월 0일,1440,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,(실내)건축제도 종합-2,20,1개월 0일,1440,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,CAD와 자격증 종합-1,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,CAD와 자격증 종합-2,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,솔리드웍스 종합-1,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,솔리드웍스 종합-2,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,포트폴리오 종합-1,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,포트폴리오 종합-2,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,프로그래밍 종합-1,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,프로그래밍 종합-2,20,1개월 0일,1800,460000,0,0,0,0,0,0,0,460000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컬러리스트 종합-1,20,2개월 0일,3600,600000,0,0,0,0,0,0,0,600000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컬러리스트 종합-2,20,1개월 0일,3600,600000,0,0,0,0,0,0,0,600000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,컬러리스트 종합-3,20,1개월 0일,3600,600000,0,0,0,0,0,0,0,600000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,"그래픽특강(포토,일러)A",20,2개월 0일,2400,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,"그래픽특강(포토,일러)B",20,2개월 0일,2520,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,"그래픽특강(포토,일러)C",20,1개월 0일,2520,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,포토샵특강C,20,1개월 0일,720,120000,0,0,0,0,0,0,0,120000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,포토샵특강B,20,1개월 0일,1560,300000,0,0,0,0,0,0,0,300000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집특강A,20,1개월 0일,2520,375000,0,0,0,0,0,0,0,375000,38
학원,서부,그린컴퓨터아트학원,"대전광역시 서구 대덕대로 182 , 3층 전체, 10층 일부 (둔산동)",주식회사 지아이티아카데미,042-476-2111,,영상편집특강C,20,1개월 0일,2520,375000,0,0,0,0,0,0,0,375000,38
